Object_ID,Filename,Class_Label,Image_Type,Environment,Lighting,Preprocessing
IMG000036,IMG-20251108-WA0382_jpg.rf.f2c55d493015b93f226d3533508c44af.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000037,IMG-20251108-WA0384_jpg.rf.102fe9af08f6330900bb018b6d021436.jpg,Acemiz,Raw,Indoor,LED,None
IMG000038,IMG-20251108-WA0384_jpg.rf.28b6d3f8613fee34cef485ed38ae0c9f.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000039,IMG-20251108-WA0384_jpg.rf.3183e7c02269da287eb6678f695c6b57.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000040,IMG-20251108-WA0385_jpg.rf.09f2966807a2ffc438b68f14331fde43.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000041,IMG-20251108-WA0385_jpg.rf.44fc350c0ff1d954dca0fb0808006527.jpg,Acemiz,Raw,Indoor,LED,None
IMG000042,IMG-20251108-WA0385_jpg.rf.e6a09bdfc1dd4df8baffc07f9e0d2bc4.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000043,IMG-20251108-WA0386_jpg.rf.2b74fc3662ef3562f9730ded71427096.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000044,IMG-20251108-WA0386_jpg.rf.625ab86d8e55b7cd8c7911675fdb8a23.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000045,IMG-20251108-WA0386_jpg.rf.fa2702aea024ff3859fe6d06e797da06.jpg,Acemiz,Raw,Indoor,LED,None
IMG000046,IMG-20251108-WA0388_jpg.rf.2cb783fb3a100da639ace43269bf59fb.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000047,IMG-20251108-WA0388_jpg.rf.56f996d49a18710070d50e09fad2e84e.jpg,Acemiz,Raw,Indoor,LED,None
IMG000048,IMG-20251108-WA0388_jpg.rf.9619c31f74efe72efdc7083b35de9895.jpg,Acemiz,Augmented,Indoor,LED,None
IMG000049,Image_1_jpg.rf.52bebf733a2e39ba284484199ad17108.jpg,Allegra,Raw,Indoor,LED,None
IMG000050,Image_1_jpg.rf.c75306ff23301e15e73aaf882c0f588f.jpg,Allegra,Augmented,Indoor,LED,None
IMG000051,Image_1_jpg.rf.f7c739497aee4134d4a916e197cd22c0.jpg,Allegra,Augmented,Indoor,LED,None
IMG000052,Image_2_jpg.rf.4edd2308eb368d8bd8be01fef01b1d8c.jpg,Allegra,Raw,Indoor,LED,None
IMG000053,Image_2_jpg.rf.6057cc9f755e3bfce179e3988e1d1a6b.jpg,Allegra,Augmented,Indoor,LED,None
IMG000054,Image_2_jpg.rf.d6a3f9867801ddc4aee3fe00bf36a8ff.jpg,Allegra,Augmented,Indoor,LED,None
IMG000055,Image_3_jpg.rf.8fe2ab09a3370362c543713370f0258d.jpg,Allegra,Augmented,Indoor,LED,None
IMG000056,Image_3_jpg.rf.d6aeda1f4d1151b29b7ed873105910a7.jpg,Allegra,Augmented,Indoor,LED,None
IMG000057,Image_3_jpg.rf.d9033226769acf29be2728d7554c4c43.jpg,Allegra,Raw,Indoor,LED,None
IMG000058,IMG-20251108-WA0111_jpg.rf.6243d43297e629785e3b259f981d26d7.jpg,Allegra,Augmented,Indoor,LED,None
IMG000059,IMG-20251108-WA0111_jpg.rf.b7d38a86461e06ba00e08fda62d89ed7.jpg,Allegra,Raw,Indoor,LED,None
IMG000060,IMG-20251108-WA0111_jpg.rf.d44e789159369dac5371215bb85b1896.jpg,Allegra,Augmented,Indoor,LED,None
IMG000061,IMG-20251108-WA0113_jpg.rf.bb20bc94bc7f7e4701729820c5449afd.jpg,Allegra,Raw,Indoor,LED,None
IMG000062,IMG-20251108-WA0113_jpg.rf.c65979480af54290f96afdcfa94fa3a8.jpg,Allegra,Augmented,Indoor,LED,None
IMG000063,IMG-20251108-WA0113_jpg.rf.d050310cc342c3b7e202fa9f4d00d450.jpg,Allegra,Augmented,Indoor,LED,None
IMG000064,IMG-20251108-WA0114_jpg.rf.45707d9a798d0fb9697881f5143cb4b8.jpg,Allegra,Raw,Indoor,LED,None
IMG000065,IMG-20251108-WA0114_jpg.rf.c7a1be20c9256ab09a1803b51828767b.jpg,Allegra,Augmented,Indoor,LED,None
IMG000066,IMG-20251108-WA0114_jpg.rf.e14af2dbed7bf62620b980a928177157.jpg,Allegra,Augmented,Indoor,LED,None
IMG000067,IMG-20251108-WA0115_jpg.rf.a243495c7ff38672a0b96daf973fb14c.jpg,Allegra,Augmented,Indoor,LED,None
IMG000068,IMG-20251108-WA0115_jpg.rf.b65d75c4f417d484534260a85579e5c8.jpg,Allegra,Augmented,Indoor,LED,None
IMG000069,IMG-20251108-WA0115_jpg.rf.ff6aa6eeb0d3ea01303182b8bef4dcae.jpg,Allegra,Raw,Indoor,LED,None
IMG000070,IMG-20251108-WA0328_jpg.rf.116964671651b63b2e1edb9cbd2af077.jpg,Allegra,Augmented,Indoor,LED,None
IMG000071,IMG-20251108-WA0328_jpg.rf.206e7cb84c4312691d8de1a10884c40f.jpg,Allegra,Augmented,Indoor,LED,None
IMG000072,IMG-20251108-WA0328_jpg.rf.d8b7d062a79fe56c7abf340e8929a23f.jpg,Allegra,Raw,Indoor,LED,None
IMG000073,IMG-20251108-WA0329_jpg.rf.08432e54b4469535fbe678338135cd13.jpg,Allegra,Raw,Indoor,LED,None
IMG000074,IMG-20251108-WA0329_jpg.rf.e869a21ca41ffa2a9cb6321abf1f4c83.jpg,Allegra,Augmented,Indoor,LED,None
IMG000075,IMG-20251108-WA0329_jpg.rf.f6b3a5d03a1a27c0cce7f57d0051f4d1.jpg,Allegra,Augmented,Indoor,LED,None
IMG000076,IMG-20251108-WA0330_jpg.rf.0d956635cdf868d9974368b670a72aea.jpg,Allegra,Raw,Indoor,LED,None
IMG000077,IMG-20251108-WA0330_jpg.rf.24c2a498d280cca3be2eaddf6df05e1d.jpg,Allegra,Augmented,Indoor,LED,None
IMG000078,IMG-20251108-WA0330_jpg.rf.c75e11f88d008ee0af8587ba047ea15a.jpg,Allegra,Augmented,Indoor,LED,None
IMG000079,IMG-20251108-WA0332_jpg.rf.646d0b2e60bf7ba76853dbd853bb3876.jpg,Allegra,Augmented,Indoor,LED,None
IMG000080,IMG-20251108-WA0332_jpg.rf.7adbf2b9c1e334f647762ee9e9bf8a3d.jpg,Allegra,Raw,Indoor,LED,None
IMG000081,IMG-20251108-WA0332_jpg.rf.c54a81e9e0a10b4c0d379030d80589ec.jpg,Allegra,Augmented,Indoor,LED,None
IMG000082,IMG-20251108-WA0333_jpg.rf.2f0a328ee8ae044d900edd0116c83748.jpg,Allegra,Augmented,Indoor,LED,None
IMG000083,IMG-20251108-WA0333_jpg.rf.cc1a3af022ff894ef5d7db83bc6e23a8.jpg,Allegra,Augmented,Indoor,LED,None
IMG000084,IMG-20251108-WA0333_jpg.rf.f16a093120cf951e1860b51afa5ef012.jpg,Allegra,Raw,Indoor,LED,None
IMG000085,IMG-20251108-WA0336_jpg.rf.1f10c20149e23e4458a293804e4abee6.jpg,Allegra,Augmented,Indoor,LED,None
IMG000086,IMG-20251108-WA0336_jpg.rf.55d2caf1dd872506db06bc1f59d7610d.jpg,Allegra,Raw,Indoor,LED,None
IMG000087,IMG-20251108-WA0336_jpg.rf.981b3a8505ebc77eb007f044d915652f.jpg,Allegra,Augmented,Indoor,LED,None
IMG000088,IMG-20251108-WA0337_jpg.rf.1e71394437e0b1e36813e99496d44bd2.jpg,Allegra,Raw,Indoor,LED,None
IMG000089,IMG-20251108-WA0337_jpg.rf.debe4ee21b0774a9b66348376d505353.jpg,Allegra,Augmented,Indoor,LED,None
IMG000090,IMG-20251108-WA0337_jpg.rf.f157a4da55585c3d5eac9d93d8412e41.jpg,Allegra,Augmented,Indoor,LED,None
IMG000091,IMG-20251108-WA0338_jpg.rf.449edbd057e83f9b359d8cf4c5db393b.jpg,Allegra,Raw,Indoor,LED,None
IMG000092,IMG-20251108-WA0338_jpg.rf.70e16ff8befc3e54947b78cbe1c1a3bd.jpg,Allegra,Augmented,Indoor,LED,None
IMG000093,IMG-20251108-WA0338_jpg.rf.ce8acd22c44b1048be4a91b758a3a425.jpg,Allegra,Augmented,Indoor,LED,None
IMG000094,IMG-20251108-WA0340_jpg.rf.6b91a53cff09ce897838bc7536bf0be6.jpg,Allegra,Augmented,Indoor,LED,None
IMG000095,IMG-20251108-WA0340_jpg.rf.84a8bed03cb71a59974d6fa50bafe0a5.jpg,Allegra,Raw,Indoor,LED,None
IMG000096,IMG-20251108-WA0340_jpg.rf.dd168604a92209b9576d7c35b9a4ab19.jpg,Allegra,Augmented,Indoor,LED,None
IMG000097,IMG-20251108-WA0341_jpg.rf.ab8c8810a2d05d58ec22715b39de19ca.jpg,Allegra,Raw,Indoor,LED,None
IMG000098,IMG-20251108-WA0341_jpg.rf.b39ef2178b81ca5569e2cce08064df90.jpg,Allegra,Augmented,Indoor,LED,None
IMG000099,IMG-20251108-WA0341_jpg.rf.fc7b3e3ddd57bb1b60f2cf0b91114770.jpg,Allegra,Augmented,Indoor,LED,None
IMG000100,IMG-20251108-WA0342_jpg.rf.0e1db85e0125a0104131ad4ab8547d25.jpg,Allegra,Augmented,Indoor,LED,None
IMG000101,IMG-20251108-WA0342_jpg.rf.cc2e1b49d96083434ddde54bf6aec938.jpg,Allegra,Raw,Indoor,LED,None
IMG000102,IMG-20251108-WA0342_jpg.rf.cfa470dc6c23bed15ef4c869665c4e3c.jpg,Allegra,Augmented,Indoor,LED,None
IMG000103,IMG-20251108-WA0343_jpg.rf.35421636f37a16178b3e51af79fe9c04.jpg,Allegra,Augmented,Indoor,LED,None
IMG000104,IMG-20251108-WA0343_jpg.rf.4a353cbf87ab7c1bb37d3cc4af17041d.jpg,Allegra,Raw,Indoor,LED,None
IMG000105,IMG-20251108-WA0343_jpg.rf.57f91af1c2234081e101ec264a226fb1.jpg,Allegra,Augmented,Indoor,LED,None
IMG000106,IMG-20251108-WA0345_jpg.rf.01f7230589c65b46b3d0f34ec0a82694.jpg,Allegra,Augmented,Indoor,LED,None
IMG000107,IMG-20251108-WA0345_jpg.rf.9b3aa5f71077ee966a248f01f512d1d9.jpg,Allegra,Augmented,Indoor,LED,None
IMG000108,IMG-20251108-WA0345_jpg.rf.baf39b3681bad63b382ef9a1f3d8536f.jpg,Allegra,Raw,Indoor,LED,None
IMG000109,IMG-20251108-WA0347_jpg.rf.09383aa3ba7a321190028149654b95d1.jpg,Allegra,Augmented,Indoor,LED,None
IMG000110,IMG-20251108-WA0347_jpg.rf.910699206633b61787bcf8766088e53d.jpg,Allegra,Augmented,Indoor,LED,None
IMG000111,IMG-20251108-WA0347_jpg.rf.950f020e13d4f8ed6005ee37783bacb4.jpg,Allegra,Raw,Indoor,LED,None
IMG000112,IMG-20251108-WA0348_jpg.rf.6053068500c36229b8b3c68ae6271987.jpg,Allegra,Raw,Indoor,LED,None
IMG000113,IMG-20251108-WA0348_jpg.rf.687e396b47f40aec3db929b5b0edfbf0.jpg,Allegra,Augmented,Indoor,LED,None
IMG000114,IMG-20251108-WA0348_jpg.rf.d1d47421f8d0bb1960e69e48ff12fc73.jpg,Allegra,Augmented,Indoor,LED,None
IMG000115,IMG_7948_jpg.rf.02fc856e4c5e2d3548a999698ae5de8f.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000116,IMG_7948_jpg.rf.96cc150db0fca719d6fb5edd25f3478d.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000117,IMG_7948_jpg.rf.fc5d0e940038ec99baa313a5de391c23.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000118,IMG_7949_jpg.rf.1b2962ef35c09a3e302f35ec7432ef88.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000119,IMG_7949_jpg.rf.7ccfb7df5efc5d18b64ca7a24574b66c.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000120,IMG_7949_jpg.rf.b6ba3fd26ec03293cbe693e439a77291.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000121,IMG_7950_jpg.rf.3666be44c0397bd5e55e39341c5c53fd.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000122,IMG_7950_jpg.rf.776581bf8decbbf3e82ff93ac1789dc6.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000123,IMG_7950_jpg.rf.e26a9c0b388909584e5267f3a8be13a6.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000124,IMG_7951_jpg.rf.9809fddad436bc00bcf8fada8f4c26f8.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000125,IMG_7951_jpg.rf.a7d2c4147ec3f12bf5254d77023c60b9.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000126,IMG_7951_jpg.rf.f848364ab15828e6b77ddd255186b8ab.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000127,IMG_7954_jpg.rf.512dfdbdbd1984e723e9cfeaac81592c.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000128,IMG_7954_jpg.rf.9af51edeba73c5cb408ea5eb4f39093e.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000129,IMG_7954_jpg.rf.bb36753fced1694b86ed759c82f8535b.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000130,IMG_7955_jpg.rf.0648510d1ffa8e155fe64edf70a9f4c5.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000131,IMG_7955_jpg.rf.65d37a2f97e74528e056e5ee03e1f511.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000132,IMG_7955_jpg.rf.c737b530364b8b241495f028cdb7c44c.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000133,IMG_7962_jpg.rf.4b3d87a25fa0d74c465a7dabf7fb8812.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000134,IMG_7962_jpg.rf.6b02cc8839513f639ca01aeeab1a52b6.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000135,IMG_7962_jpg.rf.8efec1695af0fcf4faeeb7320b81e6ca.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000136,IMG_7964_jpg.rf.5a37794357681028bcdcfa93009a6dbc.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000137,IMG_7964_jpg.rf.b0dd0790e3d880d376e5aeb8ec868a52.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000138,IMG_7964_jpg.rf.b7deffab806ba54be37b049249d1464d.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000139,IMG_7965_jpg.rf.10dc2ce35e3a90e8b88f99ee55fed51e.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000140,IMG_7965_jpg.rf.4c3d8d27f984ddf846d2bcaa2f4f644d.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000141,IMG_7965_jpg.rf.6089c51bf68e0aa093264e919cb27f30.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000142,IMG_7966_jpg.rf.59d8e808f454a21e6f41caae0dc9e697.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000143,IMG_7966_jpg.rf.d17c87e7f13ce392ccd6fae545c30e1d.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000144,IMG_7966_jpg.rf.e9491caeac582cf2eb62fb4cbf1b87f7.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000145,IMG_7970_jpg.rf.233174b837c932bfa59ce521347ea6d5.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000146,IMG_7970_jpg.rf.ba175ad6a4af5dc144d506140787c6bc.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000147,IMG_7970_jpg.rf.be3b312ead392d0940508473a40ca041.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000148,IMG_7971_jpg.rf.374feaca6c69618455f8e133bd416a63.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000149,IMG_7971_jpg.rf.3cffe2689bfe79db4428f3b408657185.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000150,IMG_7971_jpg.rf.b7599aff1d2115b7f833b704f5cfcb76.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000151,IMG_7972_jpg.rf.234c1ee94a0f6c9d93151952a5d01e17.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000152,IMG_7972_jpg.rf.d38662dc0cbb0aeb80637dcae11db32e.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000153,IMG_7972_jpg.rf.ff1d9f1e037abdcfe32d94744c999abe.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000154,IMG_7974_jpg.rf.14fa3a43e3129b43a04a0a4d451c4e1b.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000155,IMG_7974_jpg.rf.76255b7f68cca039063829a4c237e4aa.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000156,IMG_7974_jpg.rf.e6eb623b6f049c2e303c80a9a6a66fa5.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000157,IMG_7976_jpg.rf.473bf76785833a5ad45bcf580bc5aec1.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000158,IMG_7976_jpg.rf.61a31515e6c3a014884ef9bbb5590551.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000159,IMG_7976_jpg.rf.d154fc94717ae16d618825c2308427fa.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000160,IMG_7977_jpg.rf.503666382f462dc4d479987abd14f108.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000161,IMG_7977_jpg.rf.a58b5a9e97a8ab4b01d9f5cdf7ca11e6.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000162,IMG_7977_jpg.rf.d1936268dc8d901c7f7ad4ea8188440a.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000163,IMG_7980_jpg.rf.0d6ffd3fdb7f37d29a25dd11a4052793.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000164,IMG_7980_jpg.rf.5905fe1cad11c686ec85a1c412c7145e.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000165,IMG_7980_jpg.rf.7f2e250ee28a2235516571d402ee0541.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000166,IMG_7981_jpg.rf.41f1a2d9f1efbe71b5cab739b99c1602.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000167,IMG_7981_jpg.rf.a91f3da9227c2e9205aa6b2ed8136255.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000168,IMG_7981_jpg.rf.fcfa1e88b17d06244d3ed6945a67af4d.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000169,IMG_7982_jpg.rf.7a9b9a2e286f6ca981bef33ede076d55.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000170,IMG_7982_jpg.rf.88e9e93021fce18fee33aa3bfd2c00e1.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000171,IMG_7982_jpg.rf.f7d182a3e4f1f0ebade5c647cf88eff7.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000172,IMG_7983_jpg.rf.8451b58e6ac546eef18bf48835b8b9e8.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000173,IMG_7983_jpg.rf.8d36c66e7129b6734ccf71b8a491c1c8.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000174,IMG_7983_jpg.rf.ca90085f137c115f8bd959fa3fb724f3.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000175,IMG_7987_jpg.rf.44bac9c35ad1598f9689f249de337bc1.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000176,IMG_7987_jpg.rf.a75adafdefdd2d2dbd24acad3b07f9e4.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000177,IMG_7987_jpg.rf.b15615409a4abef114b11a5f39d27c9b.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000178,IMG_7988_jpg.rf.60f09a6103d720384b4dde861602d500.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000179,IMG_7988_jpg.rf.8e619b4a2d4606a2ffa3b988eb4df7db.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000180,IMG_7988_jpg.rf.9c0c21dc6f7fd9675e7b2043e79e454e.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000181,IMG_7992_jpg.rf.0e679e1c4c3ea4d7d009679d17165feb.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000182,IMG_7992_jpg.rf.11d6d1793a8fb88e24830aa0449d3300.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000183,IMG_7992_jpg.rf.8f5eb0ffe35687a56910cbd65c94e8c9.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000184,IMG_7994_jpg.rf.37adc17634f4140106deb3000df40c44.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000185,IMG_7994_jpg.rf.4665a3ff1cbfc56c18802121a4c66ef5.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000186,IMG_7994_jpg.rf.b302d4ba99e68f77c3d18040c03bf9bb.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000187,IMG_7995_jpg.rf.3f2cfedd06c017914b5e23ac2f5b9f22.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000188,IMG_7995_jpg.rf.70c24477990c1390b00d5c2477c58ce4.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000189,IMG_7995_jpg.rf.db7490a652541e7a8ecec2e62a21ec9a.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000190,IMG_7996_jpg.rf.7c1c7392a8fc87e65647654494529d46.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000191,IMG_7996_jpg.rf.c9dff5f9fa8738eae0b5ade858005015.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000192,IMG_7996_jpg.rf.ef84c308aa888694ec94d0d96478e9f8.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000193,IMG_7997_jpg.rf.74b29842b35d40ba6f1a27c3ffd70287.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000194,IMG_7997_jpg.rf.eccc36135568ad890933e1c2ee771b3a.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000195,IMG_7997_jpg.rf.f4606cb240c7de905d85cb559c11c4fb.jpg,Alprax 0-25,Raw,Indoor,LED,None
IMG000196,IMG_7998_jpg.rf.23fd2ac2c28ccdbe00eeccf9e312ddd3.jpg,Alprax 0-25,Augmented,Indoor,LED,None
IMG000197,IMG_7998_jpg.rf.9eadd68c3f80176c1b753bbf1b108316.jpg,Alprax 0-25,Augmented,Indoor,LED,None
